Accident_year,Country,Urban/Rural,Speed_limit,Weather_condition,Road_surface,All_Accidents
2015,England,Urban,NaN,Fine no high winds,Dry,1
2015,England,Urban,1-20 mph,NaN,Dry,77
2015,England,Urban,1-20 mph,NaN,Wet or damp,16
2015,England,Urban,1-20 mph,NaN,Frost or ice,1
2015,England,Urban,1-20 mph,Fine no high winds,NaN,1
2015,England,Urban,1-20 mph,Fine no high winds,Dry,2889
2015,England,Urban,1-20 mph,Fine no high winds,Wet or damp,323
2015,England,Urban,1-20 mph,Fine no high winds,Snow,1
2015,England,Urban,1-20 mph,Fine no high winds,Frost or ice,9
2015,England,Urban,1-20 mph,Raining no high winds,Dry,2
2015,England,Urban,1-20 mph,Raining no high winds,Wet or damp,379
2015,England,Urban,1-20 mph,Snowing no high winds,Wet or damp,2
2015,England,Urban,1-20 mph,Snowing no high winds,Snow,2
2015,England,Urban,1-20 mph,Fine + high winds,Dry,38
2015,England,Urban,1-20 mph,Fine + high winds,Wet or damp,23
2015,England,Urban,1-20 mph,Raining + high winds,Wet or damp,48
2015,England,Urban,1-20 mph,Fog or mist,Wet or damp,6
2015,England,Urban,1-20 mph,Other,Dry,14
2015,England,Urban,1-20 mph,Other,Wet or damp,21
2015,England,Urban,21-30 mph,NaN,NaN,96
2015,England,Urban,21-30 mph,NaN,Dry,1232
2015,England,Urban,21-30 mph,NaN,Wet or damp,203
2015,England,Urban,21-30 mph,NaN,Snow,2
2015,England,Urban,21-30 mph,NaN,Frost or ice,6
2015,England,Urban,21-30 mph,NaN,Flood over 3cm. deep,1
2015,England,Urban,21-30 mph,NaN,Oil or diesel,1
2015,England,Urban,21-30 mph,Fine no high winds,NaN,61
2015,England,Urban,21-30 mph,Fine no high winds,Dry,53520
2015,England,Urban,21-30 mph,Fine no high winds,Wet or damp,6499
2015,England,Urban,21-30 mph,Fine no high winds,Snow,29
2015,England,Urban,21-30 mph,Fine no high winds,Frost or ice,238
2015,England,Urban,21-30 mph,Fine no high winds,Flood over 3cm. deep,5
2015,England,Urban,21-30 mph,Raining no high winds,NaN,1
2015,England,Urban,21-30 mph,Raining no high winds,Dry,48
2015,England,Urban,21-30 mph,Raining no high winds,Wet or damp,7065
2015,England,Urban,21-30 mph,Raining no high winds,Snow,2
2015,England,Urban,21-30 mph,Raining no high winds,Frost or ice,15
2015,England,Urban,21-30 mph,Raining no high winds,Flood over 3cm. deep,5
2015,England,Urban,21-30 mph,Snowing no high winds,Dry,2
2015,England,Urban,21-30 mph,Snowing no high winds,Wet or damp,51
2015,England,Urban,21-30 mph,Snowing no high winds,Snow,74
2015,England,Urban,21-30 mph,Snowing no high winds,Frost or ice,18
2015,England,Urban,21-30 mph,Fine + high winds,NaN,3
2015,England,Urban,21-30 mph,Fine + high winds,Dry,614
2015,England,Urban,21-30 mph,Fine + high winds,Wet or damp,362
2015,England,Urban,21-30 mph,Fine + high winds,Frost or ice,3
2015,England,Urban,21-30 mph,Raining + high winds,NaN,2
2015,England,Urban,21-30 mph,Raining + high winds,Dry,6
2015,England,Urban,21-30 mph,Raining + high winds,Wet or damp,789
2015,England,Urban,21-30 mph,Raining + high winds,Snow,1
2015,England,Urban,21-30 mph,Raining + high winds,Frost or ice,3
2015,England,Urban,21-30 mph,Raining + high winds,Flood over 3cm. deep,13
2015,England,Urban,21-30 mph,Snowing + high winds,Wet or damp,8
2015,England,Urban,21-30 mph,Snowing + high winds,Snow,15
2015,England,Urban,21-30 mph,Snowing + high winds,Frost or ice,6
2015,England,Urban,21-30 mph,Fog or mist,NaN,1
2015,England,Urban,21-30 mph,Fog or mist,Dry,53
2015,England,Urban,21-30 mph,Fog or mist,Wet or damp,142
2015,England,Urban,21-30 mph,Fog or mist,Frost or ice,7
2015,England,Urban,21-30 mph,Fog or mist,Flood over 3cm. deep,1
2015,England,Urban,21-30 mph,Other,NaN,11
2015,England,Urban,21-30 mph,Other,Dry,280
2015,England,Urban,21-30 mph,Other,Wet or damp,587
2015,England,Urban,21-30 mph,Other,Snow,3
2015,England,Urban,21-30 mph,Other,Frost or ice,74
2015,England,Urban,21-30 mph,Other,Oil or diesel,1
2015,England,Urban,31-40 mph,NaN,NaN,6
2015,England,Urban,31-40 mph,NaN,Dry,95
2015,England,Urban,31-40 mph,NaN,Wet or damp,14
2015,England,Urban,31-40 mph,NaN,Frost or ice,1
2015,England,Urban,31-40 mph,Fine no high winds,NaN,3
2015,England,Urban,31-40 mph,Fine no high winds,Dry,4214
2015,England,Urban,31-40 mph,Fine no high winds,Wet or damp,625
2015,England,Urban,31-40 mph,Fine no high winds,Snow,1
2015,England,Urban,31-40 mph,Fine no high winds,Frost or ice,18
2015,England,Urban,31-40 mph,Raining no high winds,Dry,2
2015,England,Urban,31-40 mph,Raining no high winds,Wet or damp,648
2015,England,Urban,31-40 mph,Raining no high winds,Snow,1
2015,England,Urban,31-40 mph,Raining no high winds,Flood over 3cm. deep,1
2015,England,Urban,31-40 mph,Snowing no high winds,Wet or damp,11
2015,England,Urban,31-40 mph,Snowing no high winds,Snow,5
2015,England,Urban,31-40 mph,Snowing no high winds,Frost or ice,1
2015,England,Urban,31-40 mph,Fine + high winds,Dry,54
2015,England,Urban,31-40 mph,Fine + high winds,Wet or damp,38
2015,England,Urban,31-40 mph,Fine + high winds,Frost or ice,1
2015,England,Urban,31-40 mph,Raining + high winds,Dry,3
2015,England,Urban,31-40 mph,Raining + high winds,Wet or damp,73
2015,England,Urban,31-40 mph,Raining + high winds,Flood over 3cm. deep,1
2015,England,Urban,31-40 mph,Snowing + high winds,Wet or damp,2
2015,England,Urban,31-40 mph,Snowing + high winds,Snow,2
2015,England,Urban,31-40 mph,Fog or mist,Dry,4
2015,England,Urban,31-40 mph,Fog or mist,Wet or damp,11
2015,England,Urban,31-40 mph,Fog or mist,Frost or ice,1
2015,England,Urban,31-40 mph,Other,Dry,16
2015,England,Urban,31-40 mph,Other,Wet or damp,64
2015,England,Urban,31-40 mph,Other,Frost or ice,4
2015,England,Urban,41-50 mph,NaN,NaN,1
2015,England,Urban,41-50 mph,NaN,Dry,13
2015,England,Urban,41-50 mph,NaN,Wet or damp,3
2015,England,Urban,41-50 mph,Fine no high winds,NaN,1
2015,England,Urban,41-50 mph,Fine no high winds,Dry,841
2015,England,Urban,41-50 mph,Fine no high winds,Wet or damp,110
2015,England,Urban,41-50 mph,Fine no high winds,Frost or ice,6
2015,England,Urban,41-50 mph,Raining no high winds,Wet or damp,117
2015,England,Urban,41-50 mph,Snowing no high winds,Wet or damp,1
2015,England,Urban,41-50 mph,Snowing no high winds,Snow,1
2015,England,Urban,41-50 mph,Fine + high winds,Dry,14
2015,England,Urban,41-50 mph,Fine + high winds,Wet or damp,3
2015,England,Urban,41-50 mph,Raining + high winds,Wet or damp,18
2015,England,Urban,41-50 mph,Fog or mist,Wet or damp,5
2015,England,Urban,41-50 mph,Other,NaN,1
2015,England,Urban,41-50 mph,Other,Wet or damp,4
2015,England,Urban,41-50 mph,Other,Frost or ice,1
2015,England,Urban,51-60 mph,NaN,Dry,9
2015,England,Urban,51-60 mph,NaN,Wet or damp,3
2015,England,Urban,51-60 mph,Fine no high winds,Dry,369
2015,England,Urban,51-60 mph,Fine no high winds,Wet or damp,85
2015,England,Urban,51-60 mph,Fine no high winds,Frost or ice,2
2015,England,Urban,51-60 mph,Raining no high winds,Wet or damp,59
2015,England,Urban,51-60 mph,Raining no high winds,Flood over 3cm. deep,2
2015,England,Urban,51-60 mph,Snowing no high winds,Wet or damp,1
2015,England,Urban,51-60 mph,Snowing no high winds,Snow,2
2015,England,Urban,51-60 mph,Fine + high winds,Dry,4
2015,England,Urban,51-60 mph,Fine + high winds,Wet or damp,2
2015,England,Urban,51-60 mph,Raining + high winds,Wet or damp,7
2015,England,Urban,51-60 mph,Raining + high winds,Flood over 3cm. deep,1
2015,England,Urban,51-60 mph,Snowing + high winds,Snow,1
2015,England,Urban,51-60 mph,Fog or mist,Dry,1
2015,England,Urban,51-60 mph,Fog or mist,Wet or damp,2
2015,England,Urban,51-60 mph,Other,Dry,1
2015,England,Urban,51-60 mph,Other,Wet or damp,5
2015,England,Urban,51-60 mph,Other,Frost or ice,2
2015,England,Urban,61-70 mph,NaN,Dry,4
2015,England,Urban,61-70 mph,Fine no high winds,Dry,336
2015,England,Urban,61-70 mph,Fine no high winds,Wet or damp,81
2015,England,Urban,61-70 mph,Fine no high winds,Frost or ice,1
2015,England,Urban,61-70 mph,Raining no high winds,Dry,1
2015,England,Urban,61-70 mph,Raining no high winds,Wet or damp,62
2015,England,Urban,61-70 mph,Snowing no high winds,Wet or damp,1
2015,England,Urban,61-70 mph,Snowing no high winds,Frost or ice,1
2015,England,Urban,61-70 mph,Fine + high winds,Dry,7
2015,England,Urban,61-70 mph,Fine + high winds,Wet or damp,4
2015,England,Urban,61-70 mph,Raining + high winds,Wet or damp,12
2015,England,Urban,61-70 mph,Snowing + high winds,Wet or damp,1
2015,England,Urban,61-70 mph,Fog or mist,Dry,1
2015,England,Urban,61-70 mph,Fog or mist,Wet or damp,1
2015,England,Urban,61-70 mph,Other,Dry,2
2015,England,Urban,61-70 mph,Other,Wet or damp,4
2015,England,Urban,Motorway,NaN,NaN,1
2015,England,Urban,Motorway,NaN,Dry,9
2015,England,Urban,Motorway,NaN,Wet or damp,3
2015,England,Urban,Motorway,Fine no high winds,NaN,1
2015,England,Urban,Motorway,Fine no high winds,Dry,521
2015,England,Urban,Motorway,Fine no high winds,Wet or damp,89
2015,England,Urban,Motorway,Fine no high winds,Snow,1
2015,England,Urban,Motorway,Fine no high winds,Frost or ice,3
2015,England,Urban,Motorway,Raining no high winds,Wet or damp,87
2015,England,Urban,Motorway,Raining no high winds,Frost or ice,1
2015,England,Urban,Motorway,Raining no high winds,Flood over 3cm. deep,2
2015,England,Urban,Motorway,Snowing no high winds,Wet or damp,4
2015,England,Urban,Motorway,Snowing no high winds,Snow,3
2015,England,Urban,Motorway,Fine + high winds,Dry,8
2015,England,Urban,Motorway,Fine + high winds,Wet or damp,3
2015,England,Urban,Motorway,Raining + high winds,Wet or damp,21
2015,England,Urban,Motorway,Raining + high winds,Flood over 3cm. deep,2
2015,England,Urban,Motorway,Fog or mist,Dry,2
2015,England,Urban,Motorway,Fog or mist,Wet or damp,1
2015,England,Urban,Motorway,Other,Dry,1
2015,England,Urban,Motorway,Other,Wet or damp,8
2015,England,Urban,Motorway,Other,Frost or ice,2
2015,England,Rural,1-20 mph,NaN,Dry,2
2015,England,Rural,1-20 mph,Fine no high winds,Dry,169
2015,England,Rural,1-20 mph,Fine no high winds,Wet or damp,29
2015,England,Rural,1-20 mph,Raining no high winds,Wet or damp,23
2015,England,Rural,1-20 mph,Fine + high winds,Wet or damp,1
2015,England,Rural,1-20 mph,Raining + high winds,Wet or damp,2
2015,England,Rural,1-20 mph,Other,Wet or damp,3
2015,England,Rural,21-30 mph,NaN,NaN,16
2015,England,Rural,21-30 mph,NaN,Dry,104
2015,England,Rural,21-30 mph,NaN,Wet or damp,37
2015,England,Rural,21-30 mph,NaN,Frost or ice,1
2015,England,Rural,21-30 mph,Fine no high winds,NaN,17
2015,England,Rural,21-30 mph,Fine no high winds,Dry,6685
2015,England,Rural,21-30 mph,Fine no high winds,Wet or damp,1178
2015,England,Rural,21-30 mph,Fine no high winds,Snow,5
2015,England,Rural,21-30 mph,Fine no high winds,Frost or ice,79
2015,England,Rural,21-30 mph,Fine no high winds,Flood over 3cm. deep,2
2015,England,Rural,21-30 mph,Raining no high winds,NaN,1
2015,England,Rural,21-30 mph,Raining no high winds,Dry,11
2015,England,Rural,21-30 mph,Raining no high winds,Wet or damp,915
2015,England,Rural,21-30 mph,Raining no high winds,Frost or ice,6
2015,England,Rural,21-30 mph,Raining no high winds,Flood over 3cm. deep,4
2015,England,Rural,21-30 mph,Snowing no high winds,Dry,2
2015,England,Rural,21-30 mph,Snowing no high winds,Wet or damp,9
2015,England,Rural,21-30 mph,Snowing no high winds,Snow,19
2015,England,Rural,21-30 mph,Snowing no high winds,Frost or ice,7
2015,England,Rural,21-30 mph,Fine + high winds,Dry,112
2015,England,Rural,21-30 mph,Fine + high winds,Wet or damp,73
2015,England,Rural,21-30 mph,Fine + high winds,Frost or ice,2
2015,England,Rural,21-30 mph,Fine + high winds,Flood over 3cm. deep,1
2015,England,Rural,21-30 mph,Raining + high winds,Dry,1
2015,England,Rural,21-30 mph,Raining + high winds,Wet or damp,145
2015,England,Rural,21-30 mph,Raining + high winds,Snow,1
2015,England,Rural,21-30 mph,Raining + high winds,Frost or ice,1
2015,England,Rural,21-30 mph,Raining + high winds,Flood over 3cm. deep,1
2015,England,Rural,21-30 mph,Snowing + high winds,Wet or damp,2
2015,England,Rural,21-30 mph,Snowing + high winds,Snow,4
2015,England,Rural,21-30 mph,Snowing + high winds,Frost or ice,4
2015,England,Rural,21-30 mph,Fog or mist,Dry,8
2015,England,Rural,21-30 mph,Fog or mist,Wet or damp,33
2015,England,Rural,21-30 mph,Fog or mist,Frost or ice,1
2015,England,Rural,21-30 mph,Other,NaN,3
2015,England,Rural,21-30 mph,Other,Dry,19
2015,England,Rural,21-30 mph,Other,Wet or damp,76
2015,England,Rural,21-30 mph,Other,Snow,2
2015,England,Rural,21-30 mph,Other,Frost or ice,28
2015,England,Rural,31-40 mph,NaN,NaN,3
2015,England,Rural,31-40 mph,NaN,Dry,37
2015,England,Rural,31-40 mph,NaN,Wet or damp,5
2015,England,Rural,31-40 mph,NaN,Frost or ice,1
2015,England,Rural,31-40 mph,Fine no high winds,NaN,2
2015,England,Rural,31-40 mph,Fine no high winds,Dry,3256
2015,England,Rural,31-40 mph,Fine no high winds,Wet or damp,674
2015,England,Rural,31-40 mph,Fine no high winds,Snow,1
2015,England,Rural,31-40 mph,Fine no high winds,Frost or ice,37
2015,England,Rural,31-40 mph,Raining no high winds,Dry,6
2015,England,Rural,31-40 mph,Raining no high winds,Wet or damp,570
2015,England,Rural,31-40 mph,Raining no high winds,Frost or ice,3
2015,England,Rural,31-40 mph,Raining no high winds,Flood over 3cm. deep,5
2015,England,Rural,31-40 mph,Snowing no high winds,Wet or damp,2
2015,England,Rural,31-40 mph,Snowing no high winds,Snow,10
2015,England,Rural,31-40 mph,Snowing no high winds,Frost or ice,5
2015,England,Rural,31-40 mph,Fine + high winds,Dry,55
2015,England,Rural,31-40 mph,Fine + high winds,Wet or damp,34
2015,England,Rural,31-40 mph,Raining + high winds,Wet or damp,57
2015,England,Rural,31-40 mph,Raining + high winds,Flood over 3cm. deep,2
2015,England,Rural,31-40 mph,Snowing + high winds,Wet or damp,1
2015,England,Rural,31-40 mph,Snowing + high winds,Snow,1
2015,England,Rural,31-40 mph,Snowing + high winds,Frost or ice,1
2015,England,Rural,31-40 mph,Fog or mist,Dry,9
2015,England,Rural,31-40 mph,Fog or mist,Wet or damp,26
2015,England,Rural,31-40 mph,Fog or mist,Frost or ice,3
2015,England,Rural,31-40 mph,Other,NaN,1
2015,England,Rural,31-40 mph,Other,Dry,11
2015,England,Rural,31-40 mph,Other,Wet or damp,55
2015,England,Rural,31-40 mph,Other,Frost or ice,15
2015,England,Rural,41-50 mph,NaN,Dry,28
2015,England,Rural,41-50 mph,NaN,Wet or damp,7
2015,England,Rural,41-50 mph,Fine no high winds,NaN,5
2015,England,Rural,41-50 mph,Fine no high winds,Dry,2352
2015,England,Rural,41-50 mph,Fine no high winds,Wet or damp,555
2015,England,Rural,41-50 mph,Fine no high winds,Snow,2
2015,England,Rural,41-50 mph,Fine no high winds,Frost or ice,39
2015,England,Rural,41-50 mph,Raining no high winds,Dry,2
2015,England,Rural,41-50 mph,Raining no high winds,Wet or damp,457
2015,England,Rural,41-50 mph,Raining no high winds,Flood over 3cm. deep,4
2015,England,Rural,41-50 mph,Snowing no high winds,Wet or damp,2
2015,England,Rural,41-50 mph,Snowing no high winds,Snow,9
2015,England,Rural,41-50 mph,Snowing no high winds,Frost or ice,5
2015,England,Rural,41-50 mph,Fine + high winds,Dry,46
2015,England,Rural,41-50 mph,Fine + high winds,Wet or damp,30
2015,England,Rural,41-50 mph,Fine + high winds,Frost or ice,3
2015,England,Rural,41-50 mph,Raining + high winds,Wet or damp,57
2015,England,Rural,41-50 mph,Raining + high winds,Flood over 3cm. deep,1
2015,England,Rural,41-50 mph,Snowing + high winds,Wet or damp,2
2015,England,Rural,41-50 mph,Snowing + high winds,Snow,1
2015,England,Rural,41-50 mph,Snowing + high winds,Frost or ice,1
2015,England,Rural,41-50 mph,Fog or mist,Dry,8
2015,England,Rural,41-50 mph,Fog or mist,Wet or damp,15
2015,England,Rural,41-50 mph,Other,NaN,1
2015,England,Rural,41-50 mph,Other,Dry,8
2015,England,Rural,41-50 mph,Other,Wet or damp,41
2015,England,Rural,41-50 mph,Other,Frost or ice,8
2015,England,Rural,41-50 mph,Other,Flood over 3cm. deep,1
2015,England,Rural,51-60 mph,NaN,NaN,19
2015,England,Rural,51-60 mph,NaN,Dry,111
2015,England,Rural,51-60 mph,NaN,Wet or damp,43
2015,England,Rural,51-60 mph,NaN,Oil or diesel,1
2015,England,Rural,51-60 mph,Fine no high winds,NaN,8
2015,England,Rural,51-60 mph,Fine no high winds,Dry,8734
2015,England,Rural,51-60 mph,Fine no high winds,Wet or damp,2473
2015,England,Rural,51-60 mph,Fine no high winds,Snow,25
2015,England,Rural,51-60 mph,Fine no high winds,Frost or ice,299
2015,England,Rural,51-60 mph,Fine no high winds,Flood over 3cm. deep,7
2015,England,Rural,51-60 mph,Raining no high winds,Dry,15
2015,England,Rural,51-60 mph,Raining no high winds,Wet or damp,1843
2015,England,Rural,51-60 mph,Raining no high winds,Snow,5
2015,England,Rural,51-60 mph,Raining no high winds,Frost or ice,8
2015,England,Rural,51-60 mph,Raining no high winds,Flood over 3cm. deep,13
2015,England,Rural,51-60 mph,Snowing no high winds,Dry,1
2015,England,Rural,51-60 mph,Snowing no high winds,Wet or damp,16
2015,England,Rural,51-60 mph,Snowing no high winds,Snow,60
2015,England,Rural,51-60 mph,Snowing no high winds,Frost or ice,25
2015,England,Rural,51-60 mph,Fine + high winds,NaN,1
2015,England,Rural,51-60 mph,Fine + high winds,Dry,209
2015,England,Rural,51-60 mph,Fine + high winds,Wet or damp,160
2015,England,Rural,51-60 mph,Fine + high winds,Snow,1
2015,England,Rural,51-60 mph,Fine + high winds,Frost or ice,6
2015,England,Rural,51-60 mph,Raining + high winds,Wet or damp,298
2015,England,Rural,51-60 mph,Raining + high winds,Frost or ice,1
2015,England,Rural,51-60 mph,Raining + high winds,Flood over 3cm. deep,12
2015,England,Rural,51-60 mph,Snowing + high winds,Dry,2
2015,England,Rural,51-60 mph,Snowing + high winds,Wet or damp,3
2015,England,Rural,51-60 mph,Snowing + high winds,Snow,19
2015,England,Rural,51-60 mph,Snowing + high winds,Frost or ice,8
2015,England,Rural,51-60 mph,Fog or mist,Dry,39
2015,England,Rural,51-60 mph,Fog or mist,Wet or damp,140
2015,England,Rural,51-60 mph,Fog or mist,Frost or ice,9
2015,England,Rural,51-60 mph,Fog or mist,Flood over 3cm. deep,1
2015,England,Rural,51-60 mph,Other,NaN,1
2015,England,Rural,51-60 mph,Other,Dry,33
2015,England,Rural,51-60 mph,Other,Wet or damp,148
2015,England,Rural,51-60 mph,Other,Snow,4
2015,England,Rural,51-60 mph,Other,Frost or ice,82
2015,England,Rural,51-60 mph,Other,Flood over 3cm. deep,1
2015,England,Rural,61-70 mph,NaN,NaN,1
2015,England,Rural,61-70 mph,NaN,Dry,25
2015,England,Rural,61-70 mph,NaN,Wet or damp,7
2015,England,Rural,61-70 mph,Fine no high winds,Dry,2382
2015,England,Rural,61-70 mph,Fine no high winds,Wet or damp,491
2015,England,Rural,61-70 mph,Fine no high winds,Snow,3
2015,England,Rural,61-70 mph,Fine no high winds,Frost or ice,27
2015,England,Rural,61-70 mph,Raining no high winds,Dry,5
2015,England,Rural,61-70 mph,Raining no high winds,Wet or damp,406
2015,England,Rural,61-70 mph,Raining no high winds,Flood over 3cm. deep,16
2015,England,Rural,61-70 mph,Snowing no high winds,Wet or damp,2
2015,England,Rural,61-70 mph,Snowing no high winds,Snow,12
2015,England,Rural,61-70 mph,Snowing no high winds,Frost or ice,4
2015,England,Rural,61-70 mph,Fine + high winds,Dry,60
2015,England,Rural,61-70 mph,Fine + high winds,Wet or damp,27
2015,England,Rural,61-70 mph,Raining + high winds,Wet or damp,73
2015,England,Rural,61-70 mph,Raining + high winds,Frost or ice,1
2015,England,Rural,61-70 mph,Raining + high winds,Flood over 3cm. deep,4
2015,England,Rural,61-70 mph,Snowing + high winds,Wet or damp,4
2015,England,Rural,61-70 mph,Snowing + high winds,Snow,7
2015,England,Rural,61-70 mph,Snowing + high winds,Frost or ice,3
2015,England,Rural,61-70 mph,Fog or mist,Dry,7
2015,England,Rural,61-70 mph,Fog or mist,Wet or damp,33
2015,England,Rural,61-70 mph,Other,Dry,8
2015,England,Rural,61-70 mph,Other,Wet or damp,26
2015,England,Rural,61-70 mph,Other,Snow,2
2015,England,Rural,61-70 mph,Other,Frost or ice,14
2015,England,Rural,Motorway,NaN,NaN,3
2015,England,Rural,Motorway,NaN,Dry,31
2015,England,Rural,Motorway,NaN,Wet or damp,7
2015,England,Rural,Motorway,Fine no high winds,NaN,6
2015,England,Rural,Motorway,Fine no high winds,Dry,2820
2015,England,Rural,Motorway,Fine no high winds,Wet or damp,477
2015,England,Rural,Motorway,Fine no high winds,Snow,3
2015,England,Rural,Motorway,Fine no high winds,Frost or ice,9
2015,England,Rural,Motorway,Fine no high winds,Flood over 3cm. deep,1
2015,England,Rural,Motorway,Raining no high winds,Dry,4
2015,England,Rural,Motorway,Raining no high winds,Wet or damp,488
2015,England,Rural,Motorway,Raining no high winds,Frost or ice,2
2015,England,Rural,Motorway,Raining no high winds,Flood over 3cm. deep,20
2015,England,Rural,Motorway,Snowing no high winds,Wet or damp,6
2015,England,Rural,Motorway,Snowing no high winds,Snow,11
2015,England,Rural,Motorway,Snowing no high winds,Frost or ice,5
2015,England,Rural,Motorway,Snowing no high winds,Flood over 3cm. deep,1
2015,England,Rural,Motorway,Fine + high winds,Dry,58
2015,England,Rural,Motorway,Fine + high winds,Wet or damp,23
2015,England,Rural,Motorway,Raining + high winds,Wet or damp,114
2015,England,Rural,Motorway,Raining + high winds,Snow,1
2015,England,Rural,Motorway,Raining + high winds,Frost or ice,1
2015,England,Rural,Motorway,Raining + high winds,Flood over 3cm. deep,2
2015,England,Rural,Motorway,Snowing + high winds,Wet or damp,1
2015,England,Rural,Motorway,Snowing + high winds,Snow,11
2015,England,Rural,Motorway,Fog or mist,Dry,10
2015,England,Rural,Motorway,Fog or mist,Wet or damp,20
2015,England,Rural,Motorway,Other,Dry,7
2015,England,Rural,Motorway,Other,Wet or damp,23
2015,England,Rural,Motorway,Other,Snow,1
2015,England,Rural,Motorway,Other,Frost or ice,5
2015,Wales,Urban,1-20 mph,NaN,Dry,2
2015,Wales,Urban,1-20 mph,Fine no high winds,Dry,20
2015,Wales,Urban,1-20 mph,Fine no high winds,Wet or damp,1
2015,Wales,Urban,1-20 mph,Raining no high winds,Wet or damp,3
2015,Wales,Urban,1-20 mph,Snowing no high winds,Wet or damp,1
2015,Wales,Urban,1-20 mph,Other,Wet or damp,1
2015,Wales,Urban,21-30 mph,NaN,Dry,13
2015,Wales,Urban,21-30 mph,NaN,Wet or damp,2
2015,Wales,Urban,21-30 mph,Fine no high winds,Dry,1473
2015,Wales,Urban,21-30 mph,Fine no high winds,Wet or damp,169
2015,Wales,Urban,21-30 mph,Fine no high winds,Frost or ice,11
2015,Wales,Urban,21-30 mph,Raining no high winds,Dry,3
2015,Wales,Urban,21-30 mph,Raining no high winds,Wet or damp,290
2015,Wales,Urban,21-30 mph,Raining no high winds,Frost or ice,1
2015,Wales,Urban,21-30 mph,Snowing no high winds,Snow,3
2015,Wales,Urban,21-30 mph,Fine + high winds,Dry,18
2015,Wales,Urban,21-30 mph,Fine + high winds,Wet or damp,12
2015,Wales,Urban,21-30 mph,Raining + high winds,Wet or damp,70
2015,Wales,Urban,21-30 mph,Snowing + high winds,Snow,1
2015,Wales,Urban,21-30 mph,Snowing + high winds,Frost or ice,1
2015,Wales,Urban,21-30 mph,Fog or mist,Dry,1
2015,Wales,Urban,21-30 mph,Fog or mist,Wet or damp,2
2015,Wales,Urban,21-30 mph,Other,Dry,13
2015,Wales,Urban,21-30 mph,Other,Wet or damp,16
2015,Wales,Urban,21-30 mph,Other,Frost or ice,5
2015,Wales,Urban,31-40 mph,Fine no high winds,Dry,80
2015,Wales,Urban,31-40 mph,Fine no high winds,Wet or damp,8
2015,Wales,Urban,31-40 mph,Raining no high winds,Wet or damp,10
2015,Wales,Urban,31-40 mph,Fine + high winds,Dry,1
2015,Wales,Urban,31-40 mph,Fine + high winds,Wet or damp,1
2015,Wales,Urban,31-40 mph,Raining + high winds,Wet or damp,1
2015,Wales,Urban,31-40 mph,Fog or mist,Wet or damp,1
2015,Wales,Urban,31-40 mph,Other,Wet or damp,2
2015,Wales,Urban,31-40 mph,Other,Frost or ice,1
2015,Wales,Urban,41-50 mph,Fine no high winds,Dry,36
2015,Wales,Urban,41-50 mph,Fine no high winds,Wet or damp,5
2015,Wales,Urban,41-50 mph,Fine no high winds,Frost or ice,1
2015,Wales,Urban,41-50 mph,Fine no high winds,Flood over 3cm. deep,1
2015,Wales,Urban,41-50 mph,Raining no high winds,Wet or damp,3
2015,Wales,Urban,41-50 mph,Raining + high winds,Wet or damp,1
2015,Wales,Urban,51-60 mph,Fine no high winds,Dry,26
2015,Wales,Urban,51-60 mph,Fine no high winds,Wet or damp,1
2015,Wales,Urban,51-60 mph,Fine no high winds,Frost or ice,2
2015,Wales,Urban,51-60 mph,Raining no high winds,Wet or damp,2
2015,Wales,Urban,51-60 mph,Raining + high winds,Wet or damp,1
2015,Wales,Urban,51-60 mph,Fog or mist,Dry,1
2015,Wales,Urban,51-60 mph,Other,Dry,1
2015,Wales,Urban,51-60 mph,Other,Wet or damp,3
2015,Wales,Urban,61-70 mph,NaN,Wet or damp,1
2015,Wales,Urban,61-70 mph,Fine no high winds,Dry,28
2015,Wales,Urban,61-70 mph,Fine no high winds,Wet or damp,2
2015,Wales,Urban,61-70 mph,Raining no high winds,Wet or damp,8
2015,Wales,Urban,61-70 mph,Snowing no high winds,Snow,1
2015,Wales,Urban,61-70 mph,Fine + high winds,Dry,1
2015,Wales,Urban,61-70 mph,Raining + high winds,Wet or damp,2
2015,Wales,Urban,Motorway,Fine no high winds,Dry,20
2015,Wales,Urban,Motorway,Fine no high winds,Wet or damp,4
2015,Wales,Urban,Motorway,Raining no high winds,Wet or damp,8
2015,Wales,Urban,Motorway,Raining + high winds,Wet or damp,1
2015,Wales,Rural,1-20 mph,Fine no high winds,Dry,3
2015,Wales,Rural,1-20 mph,Raining no high winds,Wet or damp,1
2015,Wales,Rural,21-30 mph,NaN,Dry,4
2015,Wales,Rural,21-30 mph,NaN,Wet or damp,3
2015,Wales,Rural,21-30 mph,Fine no high winds,Dry,637
2015,Wales,Rural,21-30 mph,Fine no high winds,Wet or damp,88
2015,Wales,Rural,21-30 mph,Fine no high winds,Frost or ice,7
2015,Wales,Rural,21-30 mph,Raining no high winds,Wet or damp,130
2015,Wales,Rural,21-30 mph,Snowing no high winds,Snow,2
2015,Wales,Rural,21-30 mph,Snowing no high winds,Frost or ice,1
2015,Wales,Rural,21-30 mph,Fine + high winds,Dry,5
2015,Wales,Rural,21-30 mph,Fine + high winds,Wet or damp,4
2015,Wales,Rural,21-30 mph,Raining + high winds,Wet or damp,34
2015,Wales,Rural,21-30 mph,Raining + high winds,Flood over 3cm. deep,2
