Accident_year,Country,Urban/Rural,Speed_limit,Weather_condition,Road_surface,All_Accidents
2016,England,Rural,31-40 mph,Snowing no high winds,Wet or damp,2
2016,England,Rural,31-40 mph,Snowing no high winds,Snow,4
2016,England,Rural,31-40 mph,Snowing no high winds,Frost or ice,2
2016,England,Rural,31-40 mph,Fine + high winds,Dry,29
2016,England,Rural,31-40 mph,Fine + high winds,Wet or damp,16
2016,England,Rural,31-40 mph,Fine + high winds,Frost or ice,3
2016,England,Rural,31-40 mph,Raining + high winds,Wet or damp,38
2016,England,Rural,31-40 mph,Raining + high winds,Flood over 3cm. deep,1
2016,England,Rural,31-40 mph,Snowing + high winds,Snow,2
2016,England,Rural,31-40 mph,Fog or mist,Dry,2
2016,England,Rural,31-40 mph,Fog or mist,Wet or damp,35
2016,England,Rural,31-40 mph,Fog or mist,Frost or ice,5
2016,England,Rural,31-40 mph,Other,NaN,1
2016,England,Rural,31-40 mph,Other,Dry,11
2016,England,Rural,31-40 mph,Other,Wet or damp,55
2016,England,Rural,31-40 mph,Other,Frost or ice,14
2016,England,Rural,41-50 mph,NaN,NaN,2
2016,England,Rural,41-50 mph,NaN,Dry,50
2016,England,Rural,41-50 mph,NaN,Wet or damp,9
2016,England,Rural,41-50 mph,Fine no high winds,NaN,5
2016,England,Rural,41-50 mph,Fine no high winds,Dry,2362
2016,England,Rural,41-50 mph,Fine no high winds,Wet or damp,542
2016,England,Rural,41-50 mph,Fine no high winds,Frost or ice,44
2016,England,Rural,41-50 mph,Fine no high winds,Flood over 3cm. deep,1
2016,England,Rural,41-50 mph,Fine no high winds,Oil or diesel,1
2016,England,Rural,41-50 mph,Raining no high winds,Dry,2
2016,England,Rural,41-50 mph,Raining no high winds,Wet or damp,382
2016,England,Rural,41-50 mph,Raining no high winds,Frost or ice,2
2016,England,Rural,41-50 mph,Raining no high winds,Flood over 3cm. deep,4
2016,England,Rural,41-50 mph,Snowing no high winds,Wet or damp,6
2016,England,Rural,41-50 mph,Snowing no high winds,Snow,3
2016,England,Rural,41-50 mph,Fine + high winds,Dry,27
2016,England,Rural,41-50 mph,Fine + high winds,Wet or damp,10
2016,England,Rural,41-50 mph,Fine + high winds,Frost or ice,2
2016,England,Rural,41-50 mph,Raining + high winds,Wet or damp,41
2016,England,Rural,41-50 mph,Raining + high winds,Snow,1
2016,England,Rural,41-50 mph,Raining + high winds,Frost or ice,1
2016,England,Rural,41-50 mph,Raining + high winds,Flood over 3cm. deep,1
2016,England,Rural,41-50 mph,Snowing + high winds,Snow,1
2016,England,Rural,41-50 mph,Fog or mist,Dry,6
2016,England,Rural,41-50 mph,Fog or mist,Wet or damp,30
2016,England,Rural,41-50 mph,Fog or mist,Frost or ice,4
2016,England,Rural,41-50 mph,Other,Dry,13
2016,England,Rural,41-50 mph,Other,Wet or damp,35
2016,England,Rural,41-50 mph,Other,Frost or ice,17
2016,England,Rural,51-60 mph,NaN,NaN,19
2016,England,Rural,51-60 mph,NaN,Dry,121
2016,England,Rural,51-60 mph,NaN,Wet or damp,34
2016,England,Rural,51-60 mph,NaN,Frost or ice,7
2016,England,Rural,51-60 mph,NaN,Oil or diesel,1
2016,England,Rural,51-60 mph,Fine no high winds,NaN,9
2016,England,Rural,51-60 mph,Fine no high winds,Dry,8783
2016,England,Rural,51-60 mph,Fine no high winds,Wet or damp,2388
2016,England,Rural,51-60 mph,Fine no high winds,Snow,8
2016,England,Rural,51-60 mph,Fine no high winds,Frost or ice,427
2016,England,Rural,51-60 mph,Fine no high winds,Flood over 3cm. deep,4
2016,England,Rural,51-60 mph,Raining no high winds,Dry,14
2016,England,Rural,51-60 mph,Raining no high winds,Wet or damp,1623
2016,England,Rural,51-60 mph,Raining no high winds,Snow,4
2016,England,Rural,51-60 mph,Raining no high winds,Frost or ice,6
2016,England,Rural,51-60 mph,Raining no high winds,Flood over 3cm. deep,28
2016,England,Rural,51-60 mph,Snowing no high winds,Wet or damp,15
2016,England,Rural,51-60 mph,Snowing no high winds,Snow,31
2016,England,Rural,51-60 mph,Snowing no high winds,Frost or ice,15
2016,England,Rural,51-60 mph,Fine + high winds,Dry,101
2016,England,Rural,51-60 mph,Fine + high winds,Wet or damp,78
2016,England,Rural,51-60 mph,Fine + high winds,Frost or ice,2
2016,England,Rural,51-60 mph,Fine + high winds,Flood over 3cm. deep,2
2016,England,Rural,51-60 mph,Raining + high winds,Wet or damp,170
2016,England,Rural,51-60 mph,Raining + high winds,Frost or ice,2
2016,England,Rural,51-60 mph,Raining + high winds,Flood over 3cm. deep,7
2016,England,Rural,51-60 mph,Snowing + high winds,Wet or damp,4
2016,England,Rural,51-60 mph,Snowing + high winds,Snow,10
2016,England,Rural,51-60 mph,Snowing + high winds,Frost or ice,2
2016,England,Rural,51-60 mph,Fog or mist,Dry,34
2016,England,Rural,51-60 mph,Fog or mist,Wet or damp,169
2016,England,Rural,51-60 mph,Fog or mist,Snow,1
2016,England,Rural,51-60 mph,Fog or mist,Frost or ice,43
2016,England,Rural,51-60 mph,Other,Dry,59
2016,England,Rural,51-60 mph,Other,Wet or damp,167
2016,England,Rural,51-60 mph,Other,Snow,1
2016,England,Rural,51-60 mph,Other,Frost or ice,94
2016,England,Rural,61-70 mph,NaN,NaN,5
2016,England,Rural,61-70 mph,NaN,Dry,32
2016,England,Rural,61-70 mph,NaN,Wet or damp,10
2016,England,Rural,61-70 mph,Fine no high winds,NaN,4
2016,England,Rural,61-70 mph,Fine no high winds,Dry,2354
2016,England,Rural,61-70 mph,Fine no high winds,Wet or damp,472
2016,England,Rural,61-70 mph,Fine no high winds,Frost or ice,24
2016,England,Rural,61-70 mph,Fine no high winds,Flood over 3cm. deep,1
2016,England,Rural,61-70 mph,Raining no high winds,Dry,3
2016,England,Rural,61-70 mph,Raining no high winds,Wet or damp,396
2016,England,Rural,61-70 mph,Raining no high winds,Frost or ice,5
2016,England,Rural,61-70 mph,Raining no high winds,Flood over 3cm. deep,15
2016,England,Rural,61-70 mph,Snowing no high winds,Dry,1
2016,England,Rural,61-70 mph,Snowing no high winds,Wet or damp,4
2016,England,Rural,61-70 mph,Snowing no high winds,Snow,2
2016,England,Rural,61-70 mph,Fine + high winds,Dry,24
2016,England,Rural,61-70 mph,Fine + high winds,Wet or damp,20
2016,England,Rural,61-70 mph,Fine + high winds,Frost or ice,1
2016,England,Rural,61-70 mph,Raining + high winds,Dry,1
2016,England,Rural,61-70 mph,Raining + high winds,Wet or damp,62
2016,England,Rural,61-70 mph,Raining + high winds,Flood over 3cm. deep,5
2016,England,Rural,61-70 mph,Snowing + high winds,Wet or damp,2
2016,England,Rural,61-70 mph,Snowing + high winds,Frost or ice,2
2016,England,Rural,61-70 mph,Fog or mist,Dry,6
2016,England,Rural,61-70 mph,Fog or mist,Wet or damp,36
2016,England,Rural,61-70 mph,Fog or mist,Frost or ice,3
2016,England,Rural,61-70 mph,Other,Dry,11
2016,England,Rural,61-70 mph,Other,Wet or damp,29
2016,England,Rural,61-70 mph,Other,Frost or ice,14
2016,England,Rural,Motorway,NaN,NaN,3
2016,England,Rural,Motorway,NaN,Dry,44
2016,England,Rural,Motorway,NaN,Wet or damp,4
2016,England,Rural,Motorway,NaN,Frost or ice,1
2016,England,Rural,Motorway,Fine no high winds,NaN,4
2016,England,Rural,Motorway,Fine no high winds,Dry,2931
2016,England,Rural,Motorway,Fine no high winds,Wet or damp,524
2016,England,Rural,Motorway,Fine no high winds,Snow,1
2016,England,Rural,Motorway,Fine no high winds,Frost or ice,17
2016,England,Rural,Motorway,Fine no high winds,Flood over 3cm. deep,4
2016,England,Rural,Motorway,Raining no high winds,Dry,3
2016,England,Rural,Motorway,Raining no high winds,Wet or damp,495
2016,England,Rural,Motorway,Raining no high winds,Snow,3
2016,England,Rural,Motorway,Raining no high winds,Frost or ice,3
2016,England,Rural,Motorway,Raining no high winds,Flood over 3cm. deep,13
2016,England,Rural,Motorway,Snowing no high winds,Wet or damp,9
2016,England,Rural,Motorway,Snowing no high winds,Snow,12
2016,England,Rural,Motorway,Snowing no high winds,Frost or ice,3
2016,England,Rural,Motorway,Fine + high winds,Dry,32
2016,England,Rural,Motorway,Fine + high winds,Wet or damp,17
2016,England,Rural,Motorway,Raining + high winds,Wet or damp,98
2016,England,Rural,Motorway,Raining + high winds,Frost or ice,1
2016,England,Rural,Motorway,Raining + high winds,Flood over 3cm. deep,6
2016,England,Rural,Motorway,Snowing + high winds,Wet or damp,2
2016,England,Rural,Motorway,Snowing + high winds,Snow,4
2016,England,Rural,Motorway,Snowing + high winds,Frost or ice,2
2016,England,Rural,Motorway,Fog or mist,Dry,2
2016,England,Rural,Motorway,Fog or mist,Wet or damp,13
2016,England,Rural,Motorway,Other,Dry,5
2016,England,Rural,Motorway,Other,Wet or damp,25
2016,England,Rural,Motorway,Other,Snow,1
2016,England,Rural,Motorway,Other,Frost or ice,7
2016,England,Unallocated,21-30 mph,Fine no high winds,Wet or damp,1
2016,England,Unallocated,21-30 mph,Raining no high winds,Wet or damp,1
2016,England,Unallocated,51-60 mph,Fine no high winds,Dry,1
2016,Wales,Urban,1-20 mph,Fine no high winds,Dry,41
2016,Wales,Urban,1-20 mph,Fine no high winds,Wet or damp,4
2016,Wales,Urban,1-20 mph,Raining no high winds,Wet or damp,3
2016,Wales,Urban,1-20 mph,Other,Dry,1
2016,Wales,Urban,21-30 mph,NaN,NaN,4
2016,Wales,Urban,21-30 mph,NaN,Dry,10
2016,Wales,Urban,21-30 mph,NaN,Wet or damp,5
2016,Wales,Urban,21-30 mph,Fine no high winds,Dry,1272
2016,Wales,Urban,21-30 mph,Fine no high winds,Wet or damp,190
2016,Wales,Urban,21-30 mph,Fine no high winds,Frost or ice,18
2016,Wales,Urban,21-30 mph,Raining no high winds,Dry,4
2016,Wales,Urban,21-30 mph,Raining no high winds,Wet or damp,246
2016,Wales,Urban,21-30 mph,Raining no high winds,Frost or ice,1
2016,Wales,Urban,21-30 mph,Raining no high winds,Flood over 3cm. deep,1
2016,Wales,Urban,21-30 mph,Snowing no high winds,Wet or damp,1
2016,Wales,Urban,21-30 mph,Fine + high winds,Dry,7
2016,Wales,Urban,21-30 mph,Fine + high winds,Wet or damp,5
2016,Wales,Urban,21-30 mph,Fine + high winds,Frost or ice,1
2016,Wales,Urban,21-30 mph,Raining + high winds,Wet or damp,31
2016,Wales,Urban,21-30 mph,Fog or mist,Dry,2
2016,Wales,Urban,21-30 mph,Other,Dry,2
2016,Wales,Urban,21-30 mph,Other,Wet or damp,11
2016,Wales,Urban,21-30 mph,Other,Frost or ice,2
2016,Wales,Urban,31-40 mph,NaN,Dry,2
2016,Wales,Urban,31-40 mph,Fine no high winds,Dry,61
2016,Wales,Urban,31-40 mph,Fine no high winds,Wet or damp,10
2016,Wales,Urban,31-40 mph,Fine no high winds,Frost or ice,1
2016,Wales,Urban,31-40 mph,Raining no high winds,Wet or damp,9
2016,Wales,Urban,31-40 mph,Fine + high winds,Dry,2
2016,Wales,Urban,31-40 mph,Fine + high winds,Wet or damp,1
2016,Wales,Urban,41-50 mph,Fine no high winds,Dry,28
2016,Wales,Urban,41-50 mph,Fine no high winds,Wet or damp,3
2016,Wales,Urban,41-50 mph,Raining no high winds,Wet or damp,2
2016,Wales,Urban,41-50 mph,Raining + high winds,Wet or damp,1
2016,Wales,Urban,41-50 mph,Other,Wet or damp,1
2016,Wales,Urban,51-60 mph,Fine no high winds,Dry,33
2016,Wales,Urban,51-60 mph,Fine no high winds,Wet or damp,4
2016,Wales,Urban,51-60 mph,Raining no high winds,Wet or damp,4
2016,Wales,Urban,51-60 mph,Fog or mist,Dry,1
2016,Wales,Urban,51-60 mph,Fog or mist,Wet or damp,1
2016,Wales,Urban,61-70 mph,NaN,Dry,1
2016,Wales,Urban,61-70 mph,Fine no high winds,Dry,18
2016,Wales,Urban,61-70 mph,Fine no high winds,Wet or damp,3
2016,Wales,Urban,61-70 mph,Raining no high winds,Wet or damp,3
2016,Wales,Urban,61-70 mph,Fine + high winds,Dry,1
2016,Wales,Urban,61-70 mph,Raining + high winds,Wet or damp,1
2016,Wales,Urban,61-70 mph,Snowing + high winds,Snow,1
2016,Wales,Urban,61-70 mph,Other,Wet or damp,1
2016,Wales,Urban,Motorway,Fine no high winds,Dry,11
2016,Wales,Urban,Motorway,Fine no high winds,Wet or damp,2
2016,Wales,Urban,Motorway,Raining no high winds,Wet or damp,2
2016,Wales,Rural,1-20 mph,Fine no high winds,Dry,8
2016,Wales,Rural,21-30 mph,NaN,Dry,5
2016,Wales,Rural,21-30 mph,NaN,Wet or damp,3
2016,Wales,Rural,21-30 mph,NaN,Frost or ice,1
2016,Wales,Rural,21-30 mph,Fine no high winds,Dry,595
2016,Wales,Rural,21-30 mph,Fine no high winds,Wet or damp,103
2016,Wales,Rural,21-30 mph,Fine no high winds,Frost or ice,9
2016,Wales,Rural,21-30 mph,Raining no high winds,Wet or damp,130
2016,Wales,Rural,21-30 mph,Raining no high winds,Frost or ice,1
2016,Wales,Rural,21-30 mph,Snowing no high winds,Wet or damp,1
2016,Wales,Rural,21-30 mph,Snowing no high winds,Frost or ice,1
2016,Wales,Rural,21-30 mph,Fine + high winds,Dry,8
2016,Wales,Rural,21-30 mph,Fine + high winds,Wet or damp,4
2016,Wales,Rural,21-30 mph,Raining + high winds,Wet or damp,15
2016,Wales,Rural,21-30 mph,Fog or mist,Wet or damp,1
2016,Wales,Rural,21-30 mph,Other,Dry,1
2016,Wales,Rural,21-30 mph,Other,Wet or damp,9
2016,Wales,Rural,21-30 mph,Other,Frost or ice,4
2016,Wales,Rural,31-40 mph,NaN,Wet or damp,1
2016,Wales,Rural,31-40 mph,Fine no high winds,Dry,178
2016,Wales,Rural,31-40 mph,Fine no high winds,Wet or damp,36
2016,Wales,Rural,31-40 mph,Fine no high winds,Frost or ice,6
2016,Wales,Rural,31-40 mph,Raining no high winds,Dry,2
2016,Wales,Rural,31-40 mph,Raining no high winds,Wet or damp,34
2016,Wales,Rural,31-40 mph,Raining no high winds,Snow,1
2016,Wales,Rural,31-40 mph,Raining no high winds,Frost or ice,1
2016,Wales,Rural,31-40 mph,Fine + high winds,Wet or damp,1
2016,Wales,Rural,31-40 mph,Raining + high winds,Dry,1
2016,Wales,Rural,31-40 mph,Raining + high winds,Wet or damp,2
2016,Wales,Rural,31-40 mph,Fog or mist,Dry,2
2016,Wales,Rural,31-40 mph,Fog or mist,Wet or damp,1
2016,Wales,Rural,31-40 mph,Other,Dry,1
2016,Wales,Rural,31-40 mph,Other,Wet or damp,3
2016,Wales,Rural,41-50 mph,Fine no high winds,Dry,128
2016,Wales,Rural,41-50 mph,Fine no high winds,Wet or damp,25
2016,Wales,Rural,41-50 mph,Fine no high winds,Frost or ice,3
2016,Wales,Rural,41-50 mph,Raining no high winds,Wet or damp,25
2016,Wales,Rural,41-50 mph,Fine + high winds,Wet or damp,1
2016,Wales,Rural,41-50 mph,Raining + high winds,Wet or damp,9
2016,Wales,Rural,41-50 mph,Fog or mist,Dry,1
2016,Wales,Rural,41-50 mph,Fog or mist,Wet or damp,3
2016,Wales,Rural,41-50 mph,Other,Wet or damp,4
2016,Wales,Rural,41-50 mph,Other,Frost or ice,1
2016,Wales,Rural,51-60 mph,NaN,Dry,3
2016,Wales,Rural,51-60 mph,NaN,Wet or damp,5
2016,Wales,Rural,51-60 mph,NaN,Frost or ice,1
2016,Wales,Rural,51-60 mph,Fine no high winds,Dry,683
2016,Wales,Rural,51-60 mph,Fine no high winds,Wet or damp,182
2016,Wales,Rural,51-60 mph,Fine no high winds,Snow,1
2016,Wales,Rural,51-60 mph,Fine no high winds,Frost or ice,15
2016,Wales,Rural,51-60 mph,Raining no high winds,Dry,5
2016,Wales,Rural,51-60 mph,Raining no high winds,Wet or damp,199
2016,Wales,Rural,51-60 mph,Raining no high winds,Snow,1
2016,Wales,Rural,51-60 mph,Snowing no high winds,Wet or damp,1
2016,Wales,Rural,51-60 mph,Snowing no high winds,Snow,2
2016,Wales,Rural,51-60 mph,Fine + high winds,Dry,5
2016,Wales,Rural,51-60 mph,Fine + high winds,Wet or damp,6
2016,Wales,Rural,51-60 mph,Raining + high winds,Dry,1
2016,Wales,Rural,51-60 mph,Raining + high winds,Wet or damp,30
2016,Wales,Rural,51-60 mph,Raining + high winds,Flood over 3cm. deep,2
2016,Wales,Rural,51-60 mph,Snowing + high winds,Wet or damp,2
2016,Wales,Rural,51-60 mph,Snowing + high winds,Snow,1
2016,Wales,Rural,51-60 mph,Fog or mist,Dry,3
2016,Wales,Rural,51-60 mph,Fog or mist,Wet or damp,1
2016,Wales,Rural,51-60 mph,Other,Wet or damp,23
2016,Wales,Rural,51-60 mph,Other,Snow,1
2016,Wales,Rural,51-60 mph,Other,Frost or ice,11
2016,Wales,Rural,51-60 mph,Other,Flood over 3cm. deep,1
2016,Wales,Rural,61-70 mph,NaN,Dry,1
2016,Wales,Rural,61-70 mph,Fine no high winds,Dry,93
2016,Wales,Rural,61-70 mph,Fine no high winds,Wet or damp,21
2016,Wales,Rural,61-70 mph,Fine no high winds,Frost or ice,4
2016,Wales,Rural,61-70 mph,Raining no high winds,Wet or damp,21
2016,Wales,Rural,61-70 mph,Snowing no high winds,Snow,1
2016,Wales,Rural,61-70 mph,Snowing no high winds,Frost or ice,1
2016,Wales,Rural,61-70 mph,Fine + high winds,Dry,1
2016,Wales,Rural,61-70 mph,Raining + high winds,Wet or damp,5
2016,Wales,Rural,61-70 mph,Fog or mist,Wet or damp,2
2016,Wales,Rural,61-70 mph,Other,Wet or damp,1
2016,Wales,Rural,61-70 mph,Other,Frost or ice,2
2016,Wales,Rural,Motorway,NaN,Dry,1
2016,Wales,Rural,Motorway,Fine no high winds,Dry,95
2016,Wales,Rural,Motorway,Fine no high winds,Wet or damp,15
2016,Wales,Rural,Motorway,Raining no high winds,Wet or damp,21
2016,Wales,Rural,Motorway,Snowing no high winds,Snow,1
2016,Wales,Rural,Motorway,Snowing no high winds,Frost or ice,2
2016,Wales,Rural,Motorway,Fine + high winds,Wet or damp,2
2016,Wales,Rural,Motorway,Raining + high winds,Wet or damp,6
2016,Wales,Rural,Motorway,Other,Frost or ice,2
2016,Scotland,Urban,NaN,Fine no high winds,Dry,1
2016,Scotland,Urban,1-20 mph,NaN,Dry,7
2016,Scotland,Urban,1-20 mph,NaN,Wet or damp,3
2016,Scotland,Urban,1-20 mph,Fine no high winds,Dry,174
2016,Scotland,Urban,1-20 mph,Fine no high winds,Wet or damp,40
2016,Scotland,Urban,1-20 mph,Fine no high winds,Frost or ice,3
2016,Scotland,Urban,1-20 mph,Raining no high winds,Wet or damp,27
2016,Scotland,Urban,1-20 mph,Raining no high winds,Frost or ice,1
2016,Scotland,Urban,1-20 mph,Fine + high winds,Dry,3
2016,Scotland,Urban,1-20 mph,Fine + high winds,Wet or damp,1
2016,Scotland,Urban,1-20 mph,Raining + high winds,Wet or damp,5
2016,Scotland,Urban,1-20 mph,Snowing + high winds,Wet or damp,1
2016,Scotland,Urban,1-20 mph,Other,Dry,3
2016,Scotland,Urban,1-20 mph,Other,Wet or damp,4
2016,Scotland,Urban,1-20 mph,Other,Frost or ice,1
2016,Scotland,Urban,21-30 mph,NaN,Dry,65
2016,Scotland,Urban,21-30 mph,NaN,Wet or damp,21
2016,Scotland,Urban,21-30 mph,Fine no high winds,Dry,2403
2016,Scotland,Urban,21-30 mph,Fine no high winds,Wet or damp,502
2016,Scotland,Urban,21-30 mph,Fine no high winds,Snow,2
2016,Scotland,Urban,21-30 mph,Fine no high winds,Frost or ice,38
2016,Scotland,Urban,21-30 mph,Fine no high winds,Flood over 3cm. deep,2
2016,Scotland,Urban,21-30 mph,Raining no high winds,Dry,11
2016,Scotland,Urban,21-30 mph,Raining no high winds,Wet or damp,533
2016,Scotland,Urban,21-30 mph,Raining no high winds,Snow,1
2016,Scotland,Urban,21-30 mph,Snowing no high winds,Wet or damp,10
2016,Scotland,Urban,21-30 mph,Snowing no high winds,Snow,10
2016,Scotland,Urban,21-30 mph,Snowing no high winds,Frost or ice,2
2016,Scotland,Urban,21-30 mph,Fine + high winds,Dry,26
2016,Scotland,Urban,21-30 mph,Fine + high winds,Wet or damp,19
2016,Scotland,Urban,21-30 mph,Raining + high winds,Wet or damp,72
2016,Scotland,Urban,21-30 mph,Snowing + high winds,Wet or damp,1
2016,Scotland,Urban,21-30 mph,Snowing + high winds,Snow,2
2016,Scotland,Urban,21-30 mph,Fog or mist,Dry,3
2016,Scotland,Urban,21-30 mph,Fog or mist,Wet or damp,1
2016,Scotland,Urban,21-30 mph,Fog or mist,Frost or ice,2
2016,Scotland,Urban,21-30 mph,Other,Dry,10
2016,Scotland,Urban,21-30 mph,Other,Wet or damp,22
2016,Scotland,Urban,21-30 mph,Other,Frost or ice,12
2016,Scotland,Urban,31-40 mph,NaN,Dry,4
2016,Scotland,Urban,31-40 mph,NaN,Wet or damp,1
2016,Scotland,Urban,31-40 mph,Fine no high winds,Dry,136
2016,Scotland,Urban,31-40 mph,Fine no high winds,Wet or damp,38
2016,Scotland,Urban,31-40 mph,Fine no high winds,Frost or ice,2
2016,Scotland,Urban,31-40 mph,Raining no high winds,Dry,2
2016,Scotland,Urban,31-40 mph,Raining no high winds,Wet or damp,38
2016,Scotland,Urban,31-40 mph,Fine + high winds,Dry,1
2016,Scotland,Urban,31-40 mph,Fine + high winds,Wet or damp,1
2016,Scotland,Urban,31-40 mph,Raining + high winds,Wet or damp,1
2016,Scotland,Urban,31-40 mph,Other,Dry,2
2016,Scotland,Urban,31-40 mph,Other,Wet or damp,3
2016,Scotland,Urban,31-40 mph,Other,Frost or ice,2
2016,Scotland,Urban,41-50 mph,NaN,Wet or damp,1
2016,Scotland,Urban,41-50 mph,Fine no high winds,Dry,43
2016,Scotland,Urban,41-50 mph,Fine no high winds,Wet or damp,18
2016,Scotland,Urban,41-50 mph,Fine no high winds,Frost or ice,4
2016,Scotland,Urban,41-50 mph,Raining no high winds,Wet or damp,7
2016,Scotland,Urban,41-50 mph,Snowing no high winds,Wet or damp,1
2016,Scotland,Urban,41-50 mph,Fine + high winds,Wet or damp,1
2016,Scotland,Urban,41-50 mph,Raining + high winds,Wet or damp,2
2016,Scotland,Urban,41-50 mph,Other,Dry,1
2016,Scotland,Urban,41-50 mph,Other,Wet or damp,1
2016,Scotland,Urban,51-60 mph,NaN,Dry,1
2016,Scotland,Urban,51-60 mph,Fine no high winds,Dry,29
2016,Scotland,Urban,51-60 mph,Fine no high winds,Wet or damp,7
2016,Scotland,Urban,51-60 mph,Fine no high winds,Frost or ice,2
2016,Scotland,Urban,51-60 mph,Raining no high winds,Wet or damp,9
2016,Scotland,Urban,51-60 mph,Snowing no high winds,Snow,1
2016,Scotland,Urban,51-60 mph,Fine + high winds,Dry,1
2016,Scotland,Urban,51-60 mph,Raining + high winds,Wet or damp,2
2016,Scotland,Urban,61-70 mph,NaN,Wet or damp,1
2016,Scotland,Urban,61-70 mph,Fine no high winds,Dry,17
2016,Scotland,Urban,61-70 mph,Fine no high winds,Wet or damp,5
2016,Scotland,Urban,61-70 mph,Raining no high winds,Wet or damp,2
2016,Scotland,Urban,61-70 mph,Other,Frost or ice,1
2016,Scotland,Urban,Motorway,NaN,Dry,2
2016,Scotland,Urban,Motorway,NaN,Wet or damp,1
2016,Scotland,Urban,Motorway,Fine no high winds,Dry,93
2016,Scotland,Urban,Motorway,Fine no high winds,Wet or damp,19
2016,Scotland,Urban,Motorway,Raining no high winds,Wet or damp,28
2016,Scotland,Urban,Motorway,Snowing no high winds,Wet or damp,1
2016,Scotland,Urban,Motorway,Raining + high winds,Wet or damp,2
2016,Scotland,Urban,Motorway,Other,Wet or damp,2
2016,Scotland,Rural,1-20 mph,NaN,Dry,2
2016,Scotland,Rural,1-20 mph,Fine no high winds,Dry,55
2016,Scotland,Rural,1-20 mph,Fine no high winds,Wet or damp,7
2016,Scotland,Rural,1-20 mph,Raining no high winds,Wet or damp,4
2016,Scotland,Rural,1-20 mph,Fine + high winds,Dry,1
2016,Scotland,Rural,1-20 mph,Fine + high winds,Wet or damp,1
2016,Scotland,Rural,21-30 mph,NaN,Dry,7
2016,Scotland,Rural,21-30 mph,NaN,Wet or damp,2
2016,Scotland,Rural,21-30 mph,NaN,Frost or ice,1
2016,Scotland,Rural,21-30 mph,Fine no high winds,Dry,561
2016,Scotland,Rural,21-30 mph,Fine no high winds,Wet or damp,140
2016,Scotland,Rural,21-30 mph,Fine no high winds,Frost or ice,19
2016,Scotland,Rural,21-30 mph,Fine no high winds,Flood over 3cm. deep,1
2016,Scotland,Rural,21-30 mph,Raining no high winds,Wet or damp,116
2016,Scotland,Rural,21-30 mph,Raining no high winds,Snow,1
2016,Scotland,Rural,21-30 mph,Raining no high winds,Frost or ice,2
2016,Scotland,Rural,21-30 mph,Raining no high winds,Flood over 3cm. deep,1
2016,Scotland,Rural,21-30 mph,Snowing no high winds,Wet or damp,2
2016,Scotland,Rural,21-30 mph,Snowing no high winds,Snow,4
2016,Scotland,Rural,21-30 mph,Snowing no high winds,Frost or ice,2
2016,Scotland,Rural,21-30 mph,Fine + high winds,Dry,4
2016,Scotland,Rural,21-30 mph,Fine + high winds,Wet or damp,5
2016,Scotland,Rural,21-30 mph,Fine + high winds,Frost or ice,1
2016,Scotland,Rural,21-30 mph,Raining + high winds,Dry,1
2016,Scotland,Rural,21-30 mph,Raining + high winds,Wet or damp,15
2016,Scotland,Rural,21-30 mph,Snowing + high winds,Snow,2
2016,Scotland,Rural,21-30 mph,Fog or mist,Dry,1
2016,Scotland,Rural,21-30 mph,Fog or mist,Wet or damp,4
2016,Scotland,Rural,21-30 mph,Fog or mist,Frost or ice,1
2016,Scotland,Rural,21-30 mph,Other,Dry,4
2016,Scotland,Rural,21-30 mph,Other,Wet or damp,8
2016,Scotland,Rural,21-30 mph,Other,Snow,1
2016,Scotland,Rural,21-30 mph,Other,Frost or ice,4
2016,Scotland,Rural,31-40 mph,NaN,Dry,1
2016,Scotland,Rural,31-40 mph,Fine no high winds,Dry,121
2016,Scotland,Rural,31-40 mph,Fine no high winds,Wet or damp,47
2016,Scotland,Rural,31-40 mph,Fine no high winds,Frost or ice,7
2016,Scotland,Rural,31-40 mph,Raining no high winds,Wet or damp,29
2016,Scotland,Rural,31-40 mph,Snowing no high winds,Flood over 3cm. deep,1
2016,Scotland,Rural,31-40 mph,Fine + high winds,Dry,2
2016,Scotland,Rural,31-40 mph,Raining + high winds,Wet or damp,2
2016,Scotland,Rural,31-40 mph,Fog or mist,Wet or damp,1
2016,Scotland,Rural,31-40 mph,Other,Dry,1
2016,Scotland,Rural,31-40 mph,Other,Wet or damp,2
2016,Scotland,Rural,41-50 mph,Fine no high winds,Dry,76
2016,Scotland,Rural,41-50 mph,Fine no high winds,Wet or damp,27
2016,Scotland,Rural,41-50 mph,Fine no high winds,Flood over 3cm. deep,1
2016,Scotland,Rural,41-50 mph,Raining no high winds,Wet or damp,31
2016,Scotland,Rural,41-50 mph,Snowing no high winds,Wet or damp,2
2016,Scotland,Rural,41-50 mph,Fine + high winds,Dry,3
2016,Scotland,Rural,41-50 mph,Fine + high winds,Wet or damp,3
2016,Scotland,Rural,41-50 mph,Raining + high winds,Wet or damp,4
2016,Scotland,Rural,41-50 mph,Snowing + high winds,Wet or damp,1
2016,Scotland,Rural,41-50 mph,Fog or mist,Dry,1
2016,Scotland,Rural,41-50 mph,Fog or mist,Frost or ice,1
2016,Scotland,Rural,41-50 mph,Other,Wet or damp,1
2016,Scotland,Rural,41-50 mph,Other,Frost or ice,1
2016,Scotland,Rural,51-60 mph,NaN,Dry,4
2016,Scotland,Rural,51-60 mph,NaN,Wet or damp,5
2016,Scotland,Rural,51-60 mph,NaN,Frost or ice,3
